Mac-ID,SMILES,Avg-B-Score,Avg-Res-Growth,Active
MAC-0040158,"N1(C(=O)C=CC1=O)Cc1sccc1	",-50.6315,0.17,1
MAC-0040159,"N1(C(=S)SCN(C1)Cc1sccc1)Cc1sccc1	",0.962,0.965,0
MAC-0164684,"c1ccsc1CNC(=O)NCc1c(oc2c1cccc2)C	",-0.431,0.969,0
MAC-0164685,"N(C(=O)NCc1c(oc2c1cccc2)C)c1ccc(cc1Cl)Cl	",10.6465,1.154,0
MAC-0040164,"s1c(n[nH]c1=S)NCc1sccc1	",0.6435,1.0135,0
MAC-0040165,"c1(c(ccc(c1)Cl)O)/C=N/Cc1sccc1	",-1.6595,1.006,0
MAC-0000794,"n1(c(=S)[nH]c2c(c1=O)cc(cc2)C)c1ccc(S(=O)(=O)N2CCCCC2)cc1	",0.043,0.993,0
MAC-0040193,"c1(NC(=O)/C=C/C(=O)O)nccs1	",1.1375,1.0715,0
MAC-0040209,"N1C(SCC1=O)c1cc(c(cc1)Cl)Cl	",-0.012,0.9615,0
MAC-0040230,"C1(=C(NC(C(=N1)c1ccccc1)c1ccccc1)C#N)C(=O)N	",-0.74,0.9245,0
MAC-0040233,"C1(=C(C#N)C#N)SCN(CS1)c1cc(Cl)ccc1	",-2.7485,0.9205,0
MAC-0040234,"C(c1c(cc(cc1)Cl)Cl)(CC(=O)Oc1ccc(F)cc1)CC(=O)O	",0.221,0.9755,0
MAC-0040255,"c1(c(cc(C(CC(=O)Nc2ccc(cc2)C)CC(=O)O)cc1OC)OC)OC	",0.6305,1.003,0
MAC-0040261,"C(=Cc1c(OCc2ccccc2)cccc1)(C#N)C#N	",1.533,1.0445,0
MAC-0040272,"C(=C\N(C)C)(/C(=O)OC)\C#N	",-0.695,0.9685,0
MAC-0040279,"N1(C(=O)Nc2cc(C(F)(F)F)ccc2)C2(OCC1)CCCCC2	",0.253,1.044,0
MAC-0040281,"c1(C(CC(=O)N)CC(=O)N)c(Cl)cccc1Cl	",-1.102,0.9755,0
MAC-0040284,"N(/C(=N/c1c(cccc1C)C)/SC)C(=O)c1ccc(cc1)OC	",2.101,0.9995,0
MAC-0040287,"c1(NC(=S)N)c(cc(cc1Br)C)Br	",0.138,0.996,0
MAC-0040301,"C(=S)(N1CCSCC1)NC(C)(C)C	",-0.906,0.9925,0
MAC-0040305,"C(=O)(Oc1c(N2CCSCC2)cccc1)Nc1ccc(Cl)cc1	",-5.1605,0.9415,0
MAC-0040307,"c1([N+](=O)[O-])sc(cc1)/C=N/Nc1c(cc(cc1Cl)Cl)Cl	",5.5765,1.14,0
MAC-0164704,"c1ccsc1/C=N/N=C/c1cccs1	",-2.556,0.9685,0
MAC-0040312,"C\1(=C(\C#N)/Nc2ccc(cc2)C2CCCCC2)/C(=O)c2c(C1=O)cccc2	",6.739,1.1775,0
MAC-0040322,"N1(C(=O)c2c(C1=O)cccc2)CNc1ccc(cc1)C1CCCCC1	",0.174,0.965,0
MAC-0040328,"c1(C(=O)Nc2cc(C#C)ccc2)c(cc(cc1)Cl)Cl	",0.0705,0.938,0
MAC-0040332,"N1(C(SCC1=O)c1ccc(cc1)Cl)c1ccccc1	",1.8455,0.993,0
MAC-0040333,"c1([N+](=O)[O-])c(NC(=O)/C=C\C(=O)O)cc(c(c1)C)C	",-0.2635,0.9685,0
MAC-0040335,"O(c1c(cc(cc1)Cl)Cl)c1c(NC(=O)/C=C\C(=O)O)cccc1	",-0.0925,0.9925,0
MAC-0040338,"O(c1c(cc(cc1)Cl)Cl)c1c(NC(=O)CCC(=O)O)cccc1	",-0.485,1.013,0
MAC-0040354,"c1(C=C(C#N)C#N)c(ccs1)C	",-0.656,0.9685,0
MAC-0040364,"c1(/C=C/[N+](=O)[O-])c2c(cc3c1cccc3)cccc2	",2.303,1.075,0
MAC-0040366,"C(=O)(/C=C/C(=O)O)NCCc1ccc(Cl)cc1	",0.051,0.979,0
MAC-0040369,"n1(c(=S)[nH]nn1)CCc1ccc(Cl)cc1	",0.5725,0.962,0
MAC-0040370,"C(=S)(NN)NCCc1ccc(Cl)cc1	",0.097,0.9825,0
MAC-0040371,"s1c(=S)[nH]nc1NCCc1ccc(Cl)cc1	",-1.727,0.962,0
MAC-0164718,"c1(ccc(cc1)Cl)CCNC(=S)OCC	",-0.1235,1.0065,0
MAC-0164719,"C1(N(CCc2ccc(cc2)Cl)C(=O)CCS1)c1cccnc1	",0.9715,1.051,0
MAC-0040379,"N1(C(=O)C=C(C1=O)C)c1ccc(cc1)C1CCCCC1	",0.516,1.003,0
MAC-0164721,"C(=O)(CCSCSCCC(=O)O)O	",-3.09,1.006,0
MAC-0040382,"[N+](=O)(CC(Sc1c(N)cccc1)c1ccccc1)[O-]	",-35.7425,0.393,1
MAC-0009704,"c1(cc(c(cc1CO)OC)OC)CC(=O)NN	",0.269,0.9415,0
MAC-0040413,"[N+](=O)(/C=C/c1ccc(SC)cc1)[O-]	",-37.808,0.362,1
MAC-0040417,"S(=O)(=O)(c1cc(c(cc1)Cl)Cl)N/N=C/c1cnccc1	",0.5965,0.979,0
MAC-0040418,"c1(oc(nn1)Nc1cc(c(cc1)C)C)c1c(N)cccc1	",12.567,1.1915,0
MAC-0164727,"C(c1ccccc1)(CC(=O)c1cccs1)CC(=O)c1ccccc1	",5.655,1.1095,0
MAC-0040422,"c1(oc(nn1)Cc1cc(c(cc1)OC)OC)Nc1c(cccc1C)C	",0.791,0.9925,0
MAC-0040428,"C1(=O)OC(c2c1cccc2)CC(=O)c1ncccc1	",-4.835,0.9615,0
MAC-0040429,"N(=C(\c1sccc1)/C)/NC(=O)N	",2.4735,1.0065,0
MAC-0040432,"C(=O)(N/N=C(/Cc1cc(c(cc1)OC)OC)\C)N	",0.3125,0.9485,0
MAC-0164732,"C\1(=C\c2cccnc2)/C(=O)NC(=S)N1	",0.407,0.9755,0
MAC-0040438,"C1(=O)C(C(=O)c2c1cccc2)c1ccc(cc1)OC	",-0.407,0.972,0
MAC-0040440,"N1C(=S)N/C(=C\c2c(Cl)cccc2)/C1=O	",-0.5295,0.9895,0
MAC-0040442,"C\1(=C\N(C)C)/N=C(NC1=O)SCC#C	",-1.3445,1.0065,0
MAC-0040443,"C\1(=C/N(C)C)/N=C(NC1=O)SCc1c(Cl)cccc1Cl	",1.3585,1.006,0
MAC-0040447,"c1(noc(c1)C)NC(=O)CC(c1cc(c(c(c1)OC)OC)OC)CC(=O)O	",-1.385,1.0235,0
MAC-0040451,"N1(c2noc(c2)C)C(SCC1=O)c1cnccc1	",2.498,1.0065,0
MAC-0164739,"c1(C(=O)NCCc2cccs2)ccc(cc1)Cl	",-0.626,0.931,0
MAC-0164740,"N1(C(=O)C=CC1=O)CCc1cccs1	",-10.073,0.8075,0
MAC-0164741,"c1(C(=O)NCCc2cccs2)cccs1	",1.4365,0.9995,0
MAC-0040473,"N1(C(=O)C2C(C1=O)C1C=CC2C1)c1cc(cc(c1)Cl)Cl	",0.1655,1,0
MAC-0040476,"N1(C(=O)C2C(C1=O)C1C=CC2C1)c1noc(c1)C	",0.5905,1.034,0
MAC-0040481,"N1(C(=S)SCN(C1)CC1CC1)CC1CC1	",-5.044,0.9035,0
MAC-0040482,"C(=O)(/C=C/C(=O)O)NCC1CC1	",-0.1655,1.041,0
MAC-0040485,"C(c1cc(C(F)(F)F)cc(NC(=O)CSCC(=O)O)c1)(F)(F)F	",-2.53,0.977,0
MAC-0040491,"C(c1cc(C(F)(F)F)cc(NC(=O)COCC(=O)O)c1)(F)(F)F	",-0.331,0.963,0
MAC-0164748,"c1(NC(=O)COCC(=O)O)cc(cc(c1)Cl)Cl	",1.112,1.0495,0
MAC-0040492,"c1(noc(c1)C)NC(=O)COCC(=O)O	",-1.9585,1.0015,0
MAC-0040496,"N1(C(=S)SCC1=O)CC1CC1	",1.361,1.067,0
MAC-0040500,"C(=O)(Nc1ccc(F)cc1)CSCC(=O)O	",0.0595,1.043,0
MAC-0040507,"c1(=S)n(c2c(n1CCC(=O)OCC)cccc2)CCC(=O)OCC	",0.3945,1.05,0
MAC-0164753,"c1(c(c(cc(c1)Br)Br)O)C(=O)NCC1CC1	",-0.1085,1.057,0
MAC-0040511,"C(=O)(Nc1ccc(cc1)C)CC(CC(=O)O)C	",1.324,1.04,0
MAC-0040515,"N1(C(=O)CC(CC1=O)C)c1ccc(cc1)C	",0.0475,0.97,0
MAC-0040519,"N1(c2noc(c2)C)C(=O)CC(CC1=O)C	",-0.755,1.0225,0
MAC-0164757,"C12C3(N(C(=O)C1C1CC2C=C1)c1c(C(=O)O3)cc(cc1Br)Br)O	",-0.6815,1.0225,0
MAC-0164758,"c12c(c(=O)n(c(=O)o1)/N=C/c1ccc(cc1)SC)cccc2	",-0.4285,1.043,0
MAC-0040530,"[N+](=O)(C1C(NC(=O)CC1)C1CCCCC1)[O-]	",-1.163,1.026,0
MAC-0040532,"N1(C(=O)CC(C1=O)SCc1ccc(Cl)cc1)c1ccc(cc1)OC	",0.4605,1.053,0
MAC-0040546,"N1(c2c(cccc2C)C)C(=O)CSCC1=O	",2.7105,1.102,0
MAC-0040547,"c1(csc2c1cccc2)CSC(=N)N	",-4.8845,0.9355,0
MAC-0000797,"c1(NC(=O)CSCC(=O)O)cc(ccc1OC)OC	",-0.205,0.956,0
MAC-0040567,"N1(C(SCC1=O)c1ccncc1)CC1CC1	",-0.4035,1.0225,0
MAC-0040577,"C(=C\c1sccc1)(/C(=O)OC(C)(C)C)\C#N	",2.2285,1.06,0
MAC-0040578,"C(=C\C1CCCCC1)(/C(=O)OC(C)(C)C)\C#N	",0.4715,1.0465,0
MAC-0040593,"N1(C(=O)COCC1=O)c1ccc(cc1)I	",-0.1855,1.0325,0
MAC-0040597,"s1c(nnc1NC)SCc1csc2c1cccc2	",1.633,1.0635,0
MAC-0040599,"[N+](=O)(/C=C/c1cscc1)[O-]	",-32.1025,0.5575,1
MAC-0040601,"C(=Cc1cscc1)(C#N)C#N	",0.8785,0.998,0
MAC-0040602,"C(=C\c1cscc1)(/C(=O)OCC)\C#N	",0.188,0.939,0
MAC-0040606,"C1(=C(NC(=S)NC1c1c(F)cccc1Cl)C)C(=O)OCC	",-0.0295,1.0015,0
MAC-0040611,"[n+]1(c(sc2c1cccc2)C)C	",-0.0335,0.998,0
MAC-0040612,"N1/C(=N\N=C(\c2csc3c2cccc3)/C)/SC(C1=O)CC(=O)O	",-2.3575,0.977,0
MAC-0040613,"C(=S)(N/N=C(/c1ccncc1)\C)N	",-0.066,1.0085,0
MAC-0040614,"N(=C(\c1ncccc1)/C)/NC(=S)N	",-14.4145,0.7895,0
MAC-0040615,"N1/C(=N/N=C(/c2ncccc2)\C)/SC(C1=O)CC(=O)O	",7.2645,1.1365,0
MAC-0040616,"c1(csc2c1cccc2)/C(=N/NC(=O)N)/C	",-0.1355,0.9805,0
MAC-0040617,"c1(csc2c1cccc2)CC(=O)O	",-0.5135,0.925,0
MAC-0040618,"[N+](=O)(/C(=C/c1cc2c(OCO2)cc1)/C)[O-]	",-25.118,0.609,1
MAC-0040622,"N1=C(OC(=O)/C/1=C/c1cscc1)c1ccccc1	",3.344,1.0535,0
MAC-0040623,"N1(C(c2c(O)cccc2)SCC1=O)Cc1ccccc1	",0.9435,1.0295,0
MAC-0040626,"c1(C(Sc2c(N)cccc2)CC(=O)c2ccc(cc2)Cl)cscc1	",7.902,1.1295,0
MAC-0164784,"c1(sc(nn1)SC)NCc1cc(ccc1)Cl	",-0.023,1.012,0
MAC-0040636,"c1(CSC(=[NH2+])N)c(F)cccc1Cl	",-4.8995,0.949,0
MAC-0040642,"C(=O)(Sc1cc2c(cc1)cccc2)OCC	",-0.3735,0.984,0
MAC-0040645,"C(=C\c1oc(cc1)C)(/C(=O)OCC)\C#N	",-1.0055,0.925,0
MAC-0040649,"[N+](=O)(C1C(NC(=O)CC1)C1CC=CCC1)[O-]	",0.3785,1.012,0
MAC-0040656,"[N+](=O)(c1c(SCc2csc3c2cccc3)cccc1)[O-]	",11.1125,1.1785,0
MAC-0040659,"C12=C(Nc3c(S1)cccc3)CC(CC2=O)(C)C	",-0.388,1.0155,0
MAC-0040662,"C1(C(=O)c2c(C1=O)cccc2)C(c1c(Cl)cccc1F)C[N+](=O)[O-]	",-21.4495,0.6855,1
MAC-0040663,"N1(C(c2c(cc(cc2)Cl)Cl)SCC1=O)c1ncccc1	",0.7545,1.029,0
MAC-0040678,"c1(NC(=O)CC(CC(=O)O)(C)C)cc(ccc1Cl)Cl	",1.032,1.0495,0
MAC-0040682,"[N+](=O)(c1cc(NC(=O)c2c(F)cccc2)ccc1C)[O-]	",6.308,1.119,0
MAC-0040683,"c1([N+](=O)[O-])c(NC(=O)c2cc(cc(c2)Cl)Cl)ccc(c1)OC	",7.414,1.088,0
MAC-0040694,"c1(NC(=O)CSCC(=O)O)cc(ccc1C)Cl	",-3.504,0.9875,0
MAC-0164797,"C(c1ccc(cc1)[N+](=O)[O-])(N1CCOCC1)N1CCOCC1	",0.279,1.043,0
MAC-0040708,"c1(c(C(=O)NCc2csc3c2cccc3)c(on1)C)c1c(Cl)cccc1Cl	",2.369,1.088,0
MAC-0164799,"C(=O)(O)CS/C=C/c1ccccc1	",-0.279,1.043,0
MAC-0040715,"C12(N(C(=O)CS2)c2ccc(cc2)F)C(=O)Nc2c1cccc2	",-3.7725,0.9945,0
MAC-0040717,"N1(C(SC(C1=O)C)c1cnccc1)c1c(cc(cc1)F)F	",-3.0645,1.019,0
MAC-0040718,"N1(C(SC(C1=O)C)c1cnccc1)CCc1ccc(cc1)OC	",2.205,1.029,0
MAC-0040719,"N1(C(SC(C1=O)C)c1cnccc1)Cc1ccc(cc1)OC	",0.4215,0.9525,0
MAC-0040720,"c1(c(c2c(o1)cccc2)CCOC(=O)c1ccc(cc1)Cl)C	",1.9415,1.043,0
MAC-0040722,"C1(Sc2c(NC1=O)cccc2)C(C(=O)O)c1ccccc1	",-0.485,1.005,0
MAC-0040725,"c1(csc2c1cccc2)CNC(=O)/C=C/C(=O)O	",-0.25,1.0225,0
MAC-0040733,"C\1(=C\c2cc(c(C(F)(F)F)cc2)C)/C(=O)OC=N1	",-0.145,1.019,0
MAC-0040746,"C1(C(=O)c2c(C1=O)cccc2)(c1c(c(C(C)(C)C)ccc1)O)O	",0.267,1.0295,0
MAC-0040748,"o1c(cc2c1cccc2)CSC(=N)N	",-2.8715,0.9945,0
MAC-0040755,"N1(C(=O)c2c(C1C(=O)c1c(ccc(c1)OC)O)cccc2)c1ccc(cc1)C	",1.3335,1.036,0
MAC-0164811,"[N+](=O)(c1ccc(/C=C/[N+](=O)[O-])cc1)[O-]	",-52.4675,0.158,1
MAC-0040764,"c1(c(Cl)cccc1Cl)CSCc1oc2c(c1)cccc2	",2.4945,1.074,0
MAC-0040768,"C1(C(C2OC1C=C2)C(=O)O)C(=O)NCc1cc(Cl)ccc1	",-0.889,1.0225,0
MAC-0040777,"N1(C(=O)S/C(=C\N(C)C)/C1=O)c1ccccc1	",-0.5365,1.0395,0
MAC-0040779,"[N+](=O)(NC(=N)N1CCSCC1)[O-]	",0.3485,1.0495,0
MAC-0040780,"N1(C(=O)S/C(=C\c2oc(cc2)C)/C1=O)c1ccccc1	",-0.4685,1.0395,0
MAC-0040782,"C(=O)(NCc1ccccc1)CSCSCC(=O)NCc1ccccc1	",0.512,1.0705,0
MAC-0040783,"C(=S)(N1CCOCC1)c1ccccc1	",-1.811,0.991,0
MAC-0164819,"N1(c2cc(ccc2)Cl)C(=O)/C(=N/O)/C(=N1)C	",1.4625,0.991,0
MAC-0040785,"C(=C(\N)/C)(\N=N\c1ccccc1)/C(=O)OCC	",0.0935,1.036,0
MAC-0040792,"c1(c(n(c(=O)n(c1=O)C)C)N)C(c1occc1)C[N+](=O)[O-]	",-2.2155,0.998,0
MAC-0040793,"c1(c(n(c(=O)n(c1=O)C)C)N)C(c1c(Cl)cccc1F)C[N+](=O)[O-]	",-0.2245,1.046,0
MAC-0164823,"C(=O)(Oc1c(CCC(=O)O)cccc1)c1ccccc1	",1.0325,1.06,0
MAC-0040797,"N1(C(=O)NC(=O)CC1=O)Cc1ccccc1	",-0.1565,1.046,0
MAC-0164825,"c12c(C(=O)CC2)cccc1OC(=O)c1ccccc1	",0.2975,1.067,0
MAC-0112408,"n1(c(=S)[nH]c2c(c1=O)cccc2)Cc1cnccc1	",-2.2315,0.991,0
MAC-0040804,"C1(c2c(NCC1C(=O)C)ccc(c2)Cl)(c1ccccc1)O	",0.229,0.965,0
MAC-0164828,"C1(=C(CNc2c1cc(cc2)Cl)C(=O)C)c1ccccc1	",0.9505,1.053,0
MAC-0040814,"N1(C(SCC1=O)c1ncccc1)c1ccc(C(F)(F)F)cc1	",0.206,1.0265,0
MAC-0040819,"c12c(nn(c1=O)C)c1c(oc2C)cccc1	",2.7745,1.082,0
MAC-0040821,"c1(csc2c1cccc2)CC(=O)Nc1ccc(F)cc1	",-1.294,1.0135,0
MAC-0040832,"N1(c2cc(c(cc2)F)Cl)C(=O)C=CC1=O	",-16.456,0.7645,0
MAC-0040835,"N1(C(=O)C(CC1=O)N1CCCCC1)c1ccc(cc1)OC	",0.0665,1.0625,0
MAC-0040839,"N1(C(=O)C(CC1=O)N1CCSCC1)c1c(cc(cc1)C)C	",-0.014,1.03,0
MAC-0134954,"N1(C(=O)C(CC1=O)N1CCOCC1)c1cc(c(cc1)C)C	",0.719,0.978,0
MAC-0040844,"C(=N\N=C\c1ccc(cc1)OC)(/SCc1ccc(F)cc1)\N	",0.0995,1.043,0
MAC-0040858,"N1(C(=S)NCC1=O)CNc1cc(ccc1C)Cl	",-0.6445,1.017,0
MAC-0164838,"N1(C(=O)/C(=C\N(C)C)/NC1=S)CNc1ccc(cc1)C(=O)C	",-1.0535,1.03,0
MAC-0040860,"N(c1c(C(=O)C)cccc1)C(C#N)c1ccccc1	",-0.963,1.0205,0
MAC-0040861,"N1(C(=N/C(=C/c2ccccc2)/C1=O)c1ccccc1)c1ccccc1	",6.693,1.124,0
MAC-0164841,"c1(NC(c2ccccc2)C#N)c(ccc(c1)Cl)C	",0.3975,1.069,0
MAC-0040869,"c1(NC(=O)/C=C/C(=O)O)cc(ccc1OC)Cl	",-1.2655,1.0075,0
MAC-0040872,"N1(c2cc(ccc2OC)Cl)C(=O)CSCC1=O	",-0.6005,0.955,0
MAC-0040876,"N1(C(=O)C(=CC1=O)c1ccccc1)c1cc(ccc1OC)Cl	",-1.1065,1.0235,0
MAC-0164845,"N1(c2c(ccc(c2)Cl)OC)C(=O)c2c(C1=O)cncc2	",0.6265,1.033,0
MAC-0164846,"N1(c2c(ccc(c2)Cl)OC)C(=O)CC(CC1=O)(C)C	",1.081,1.059,0
MAC-0040881,"N1(c2cc(ccc2OC)Cl)C(=O)COCC1=O	",-0.1235,1.03,0
MAC-0040894,"o1c(nnc1SCC(=O)c1ccc(cc1)F)c1ccc(C(F)(F)F)cc1	",4.2145,1.082,0
MAC-0040897,"S(=O)(=O)(N(CC(=O)O)CCc1sccc1)c1ccc(cc1)C	",0.1235,1.0625,0
MAC-0040898,"c1(c(ccc(c1)OC)/C=N/CCc1sccc1)O	",0.6805,1.0105,0
MAC-0040901,"N1/C(=N\N=C\c2oc(cc2)C)/SCC1=O	",-1.382,0.9195,0
MAC-0164852,"c1(/C(=N/N=C/2\NC(=O)CS2)/C)sc(cc1)Cl	",-0.2745,1.0105,0
MAC-0164853,"c1(c2ccccn2)nn(c(=S)s1)C	",-0.996,0.9815,0
MAC-0040907,"C(c1ccc(NC(C#N)c2ccccc2)cc1)(F)(F)F	",-0.996,0.9945,0
MAC-0040910,"n1c(nnc(c1c1ccccc1)c1ccccc1)c1ncccc1	",11.2085,1.1725,0
MAC-0040911,"N#CC(Nc1cc(SC)ccc1)c1ccccc1	",-1.362,0.972,0
MAC-0040912,"n1(c(c2c(c1)cccc2)C#N)Cc1cc(Cl)ccc1	",0.888,1.0495,0
MAC-0040913,"N#CC(C#N)CC(=O)c1ccc(cc1)Cl	",-1.5725,0.978,0
MAC-0040915,"N1(C(c2oc3c(c2)cccc3)SCC1=O)c1ccc(cc1)F	",-0.362,0.936,0
MAC-0040916,"c1(c(=O)c2c(n(c1)C)cccc2)c1c(C(=O)N)cccc1	",0.905,1.033,0
MAC-0040933,"c1(/C=C\2/C(=O)c3c(CC2)cccc3)csc2c1cccc2	",8.5015,1.1305,0
MAC-0040935,"C\1(=C\C2CCCCC2)/C(=O)c2c(CC1)cccc2	",-0.635,1.0075,0
MAC-0164863,"C1(C2C(=C(N3CCOCC3)CCC2)C(=C1C#N)N)(C#N)C#N	",1.4105,1.03,0
MAC-0164864,"n1(c2ccccc2)c(=O)n(c(=O)s1)C	",-2.706,0.9555,0
MAC-0040951,"C12=C(OC3C2CCCC3)CC(CC1=O)(C)C	",0.112,1.04,0
MAC-0164866,"C1(=NCCN=C1c1ccccc1)c1ccccc1	",0.9755,1.0075,0
MAC-0164867,"c1(c(nccn1)c1ccccc1)c1ccccc1	",0.1405,0.9355,0
MAC-0040954,"c1(oc2c(c1)cccc2)C(=O)C	",-0.365,1.004,0
MAC-0040960,"N1(C(=O)CC(C1=O)SCCC(=O)O)c1ccccc1	",1.6405,1.023,0
MAC-0040966,"C(Oc1ccc(NC(=O)/C=C/C(=O)O)cc1)(F)(F)F	",1.118,1.0235,0
MAC-0040972,"N1(C(=O)CC(C1=O)C)c1ccc(OC(F)(F)F)cc1	",1.254,1.017,0
MAC-0164872,"c12c(NC(=O)C1=O)c(ccc2Cl)Cl	",-2.7255,0.9425,0
MAC-0040980,"C1(=O)Nc2c(C1=O)cc(OC(F)(F)F)cc2	",-0.5895,1.017,0
MAC-0040986,"C1(=C2SCCCS2)C(=O)OC(OC1=O)(C)C	",0.1135,1.017,0
MAC-0040993,"N12C(COC1c1ccc([N+](=O)[O-])cc1)(COC2c1ccc([N+](=O)[O-])cc1)CO	",1.5285,0.975,0
MAC-0040994,"N1(C(=O)c2c(C1=O)nccc2)c1c(OC(F)(F)F)cc(cc1)Br	",0.75,1.043,0
MAC-0164877,"N12C(COC1c1cc(sc1)[N+](=O)[O-])(COC2c1cc(sc1)[N+](=O)[O-])CO	",-1.267,0.994,0
MAC-0164878,"c12c(C(=O)/C(=C/c3ccc(o3)C)/CC2)ccc(c1)OC	",0.3465,1.0395,0
MAC-0040997,"c1([N+](=O)[O-])scc(c1)/C=N/N=C/c1cc([N+](=O)[O-])sc1	",-0.3805,1.0105,0
MAC-0041001,"C1(=NC(CS1)(CO)CO)Nc1c(cc(cc1C)C)C	",0.48,1.014,0
MAC-0041002,"c1(csc2c1cccc2)CNC(=O)CSCC(=O)O	",-1.952,1.0205,0
MAC-0041004,"N1(C(=O)c2c(C1=O)ccnc2)Cc1csc2c1cccc2	",0.668,1.0395,0
MAC-0041006,"N1(Cc2csc3c2cccc3)C(=O)COCC1=O	",-1.0085,0.952,0
MAC-0164884,"C(c1c(n(c(=O)n(c1=O)C)C)N)(c1cc(ccc1)OC)C([N+](=O)[O-])C	",-0.173,1.0425,0
MAC-0041012,"c1(c(n(c(=O)n(c1=O)C)C)N)C(C([N+](=O)[O-])C)c1sccc1	",0.0825,1.03,0
MAC-0041019,"c1(cc(=O)oc2c1cccc2)Nc1ccc(OC(F)(F)F)cc1	",4.1965,1.108,0
MAC-0041029,"N1(c2c(c(c(cc2)F)F)F)C(=O)CSCC1=O	",-0.1675,1.033,0
MAC-0164888,"C1(c2ccc(cc2)F)/C(=N\O)/Cc2c(O1)cccc2	",1.7615,1.0495,0
MAC-0041037,"N1=C2C(C(N1C)c1ccc(C(F)(F)F)cc1)CN(C/C/2=C\c1ccc(C(F)(F)F)cc1)C	",-0.307,1.0625,0
MAC-0164890,"C(c1cccs1)(C(C#N)C#N)CC(=O)c1ccc(cc1)Cl	",1.642,1.0525,0
MAC-0164891,"n1(c(c2c(c1)cccc2)C#N)c1ccc(cn1)C	",-0.125,0.9585,0
MAC-0164892,"c12c(n3c(n2)ccc(c3)C)ncc2c1cccc2	",0.9375,1.0555,0
MAC-0041044,"C\1(=c/2\n(cccc2)C)/N=C(OC1=O)c1ccccc1	",2.034,1.0585,0
MAC-0041046,"N1(C(=O)SCC1=O)c1ccc(OC(F)(F)F)cc1	",-0.2385,1.0365,0
MAC-0041053,"C(Oc1ccc(NC(=S)NN)cc1)(F)(F)F	",-1.1475,1.0135,0
MAC-0164896,"N1(c2c(OC(=O)Nc3ccc(cc3)OC(F)(F)F)cccc2)CC(OC(C1)C)C	",-1.151,1.004,0
MAC-0041057,"C(Oc1ccc(NC(=S)OCC)cc1)(F)(F)F	",-0.787,1.0495,0
MAC-0041065,"c1(c(NC(=O)CSCC(=O)O)cc(C(=O)OC)cc1)C(=O)OC	",-1.014,1.033,0
MAC-0164899,"N1(c2c(ccc(c2)C(=O)OC)C(=O)OC)C(=O)C(CC1=O)Sc1c(cccc1)N	",2.2415,1.02,0
MAC-0041070,"c1(c(NC(=O)COCC(=O)O)cc(C(=O)OC)cc1)C(=O)OC	",0.054,1.0655,0
MAC-0041073,"n1(c(=O)c2c([nH]c1=O)ccs2)CCO	",-2.463,1.0105,0
MAC-0041074,"c12c(=O)n(c(=O)[nH]c1c(cs2)C)CCSc1ccc(Cl)cc1	",-2.2355,1.03,0
MAC-0041075,"c12c(=O)n(c(=O)[nH]c1c(cs2)C)CCN1CCSCC1	",-0.0535,1.0525,0
MAC-0164904,"C12=C(c3c(CC2)cccc3)OC(=C(C1c1ccc(cc1)SC)C#N)N	",1.9885,1.072,0
MAC-0041086,"C1(=C(OC(=C(C1c1ccc(cc1)Cl)C#N)N)C)C(=O)OCC	",1.284,1.1045,0
MAC-0164906,"C1(N2CCCCC2)(C(=O)c2c(C1=O)cccc2)NC(=O)c1ccc(cc1)C(F)(F)F	",0.017,1.0095,0
MAC-0041100,"N12C3c4c(C1OCC2(CO3)CO)cccc4	",0.5515,0.9485,0
MAC-0164908,"C1(=NC(CO1)(C)C)c1c(cccc1)CO	",0.1205,1.0055,0
MAC-0041103,"C\1(=C(\C#N)/NCc2ccc(Cl)cc2)/C(=O)c2c(C1=O)cccc2	",-1.14,0.9905,0
MAC-0041105,"n1(c(=O)n(c(=O)c2c1nc(nc2)c1ccc(C(F)(F)F)cc1)C)C	",2.19,1.062,0
MAC-0041106,"N1C(=S)S/C(=C\c2ccc(cc2)OC)/C1=O	",-0.138,1.0015,0
MAC-0041107,"C(=C\c1ccc(SC)cc1)(/C(=O)N)\C#N	",-1.016,0.994,0
MAC-0041112,"C\1(=C\N(C)C)/C(=O)N(N=C1C)c1ccc(cc1)C	",-0.5685,1.0545,0
MAC-0041117,"n1c(c(=O)oc(n1)c1ccc(cc1)Cl)c1ccccc1	",1.005,1.0315,0
MAC-0041118,"C(=N\NC(=O)c1ccc(cc1)OC)(/C(=O)O)\c1ccccc1	",0.0515,0.9485,0
MAC-0041120,"N1(c2c(C=CC1C#N)cc(cc2)C(C)C)C(=O)OCC	",-0.0705,1.0095,0
MAC-0041121,"[n+]1(c2c(cc(cc2)C(C)C)ccc1)C	",-0.0515,1.013,0
MAC-0041129,"C\1(=C\2/C3C(C(=O)N(C3=O)c3ccc(cc3)Cl)C(N2)c2ncccc2)/C(=O)c2c(C1=O)cccc2	",2.309,1.0695,0
MAC-0041130,"C\1(=C\c2c(F)cccc2Cl)/C(=O)C2CCN1CC2	",0.1895,1.013,0
MAC-0041134,"c1([N+](=O)[O-])oc(/C=N/N(C)C)cc1	",-20.91,0.707,1
MAC-0164921,"C12(C(=O)Nc3c1cccc3)OCCO2	",0.035,1.07,0
MAC-0041136,"C(#Cc1ccccc1)C(=O)Nc1ccc(OC(F)(F)F)cc1	",1.2275,1.0625,0
