Mac-ID,SMILES,Avg-B-Score,Avg-Res-Growth,Active
MAC-0158560,"c1(C(=O)OCC)c(sc2c1CCN(C2)C)NC(=S)Nc1ccccc1	",-0.5735,0.983,0
MAC-0158561,"n1nc(n(c1c1ccncc1)C)SCC(=O)OCC	",1.688,1.0365,0
MAC-0089785,"n1(c(nnc1SCC(=O)OCC)c1ccncc1)c1ccccc1	",1.7665,0.966,0
MAC-0158563,"c1(=S)[nH]nc(n1CC)c1cccs1	",-1.2095,0.946,0
MAC-0158564,"c1(nnc(n1c1ccccc1)c1ccco1)SCC(=O)OCC	",-2.2715,0.9825,0
MAC-0158565,"n1nc(n(c1SCC(=O)N/N=C/c1cnccc1)C)c1ccncc1	",1.157,1.03,0
MAC-0158566,"c1ccsc1c1nnc(n1CC)SCC(=O)Nc1c(C#N)c2c(s1)CC(CC2)C	",3.0235,1.0735,0
MAC-0158567,"n1c(oc2c1cccc2)SCC(=O)Nc1c(C#N)c2c(s1)CC(CC2)C	",0.6855,1.047,0
MAC-0158568,"n1cnc2n1c(cc(n2)c1ccccc1)SCc1ccc(cc1)[N+](=O)[O-]	",-0.3855,1.04,0
MAC-0158569,"n1nc(oc1Sc1n2ncnc2nc(c1)c1ccccc1)c1ccncc1	",-2.8095,1.0295,0
MAC-0158570,"Cc1c(/C=N/n2c(c3ccncc3)n[nH]c2=S)cn(n1)c1ccccc1	",2.9095,0.9525,0
MAC-0158571,"S1CC(=Nn2c1nnc2c1cccs1)c1ccccc1	",1.343,0.952,0
MAC-0158572,"c1cc(sc1)c1n[nH]c(=S)n1/N=C/c1c(c2ccc(cc2)Cl)nn(c1)c1ccccc1	",-14.3855,0.7875,0
MAC-0158573,"C(=O)(N1N=C(OC1c1c(c2cccs2)nn(c1)c1ccccc1)c1ccncc1)C	",0.243,0.986,0
MAC-0158574,"n1c(cc(n2c1ncn2)Nc1c(cc(cc1)OC)OC)c1ccccc1	",-1.0145,0.9895,0
MAC-0158575,"O1CC/C(=C(\Nc2ccccc2F)/C)/C1=O	",0.1145,1.0095,0
MAC-0158576,"c1(ccc2c(c1)c1COCc1c(n2)C)F	",-1.605,0.9925,0
MAC-0158577,"c1ccccc1n1c(c(cn1)C(=O)OCC)NC(=O)CN1CCN(CC1)c1ccccc1	",2.981,1.077,0
MAC-0158578,"c1nn(c2ccccc2)c2c1c(nc(=S)[nH]2)NCC	",-0.152,0.952,0
MAC-0158579,"n1nc(n(c1SCC(=O)Nc1cc(C)nn1c1ccccc1)C)c1ccncc1	",2.0905,1.003,0
MAC-0158580,"c1ccsc1c1n(c(nn1)SCC(=O)Nc1cc(C)nn1c1ccccc1)CC	",1.6,1.047,0
MAC-0158581,"C\1(=N/c2ccccc2)/C(=O)Nc2c1cccc2	",0.305,1.0295,0
MAC-0158582,"c12c(NC3=C(C1c1ccccc1Cl)C(=O)CC(C3)(C)C)n(nc2C)c1ccccc1	",-2.743,1.0065,0
MAC-0158583,"O1COc2c1cc(cc2)C1C2=C(Nc3c1c(=O)[nH]c(=S)[nH]3)CC(CC2=O)(C)C	",-0.281,1.0465,0
MAC-0158584,"c1(c(c(cc(n1)C)C)C#N)N1CCN(CC1)c1ccccc1	",-0.019,1.057,0
MAC-0158585,"c1(N)c(oc2c1c(cc(n2)c1ccc(cc1)OC)c1cnccc1)C(=O)c1ccc(cc1)Cl	",-2.6715,1.0435,0
MAC-0158586,"C(=N\NC(=O)c1c(N)c2c(s1)nc(C)cc2C)/c1ccc(cc1)OCc1ccccc1	",-0.685,0.8985,0
MAC-0158587,"c1(c2nnc(o2)Sc2c3sc4c(c(C)cc(C)n4)c3ncn2)ccncc1	",-7.8825,0.801,0
MAC-0158588,"n1ccn(c1Sc1c2sc3c(c(C)cc(C)n3)c2ncn1)C	",1.1605,1.003,0
MAC-0158589,"Cc1c2c(sc3c2ncnc3N2CCN(CC2)c2ccccc2)nc(C)c1	",4.4855,1.0835,0
MAC-0158590,"c1(c2nc3c(c(N)c(o3)C(=O)OCC)c(c3cccs3)c2)ccccc1	",4.1405,1.0905,0
MAC-0158591,"c1(c2nc3c(c(N)c(o3)C(=O)N/N=C/c3cnccc3)c(c3ccco3)c2)ccccc1	",-2.357,0.954,0
MAC-0158592,"n1nc(oc1Sc1c2c(n(nn2)Cc2ccccc2)ncn1)c1ccncc1	",-0.4275,1.0205,0
MAC-0158593,"c1(Sc2c3c(n(nn3)Cc3ccccc3)ncn2)nc(cc(c1C#N)C)C	",0.1835,1.059,0
MAC-0158594,"CSc1c2c(n(nn2)Cc2ccccc2)ncn1	",0.007,0.8985,0
MAC-0158595,"c1(c(cccc1)Cl)Cn1c2c(nn1)c(ncn2)Nc1ccc(cc1OC)OC	",1.7085,0.9685,0
MAC-0158596,"c1(ccccc1)Cn1c2c(nn1)c(ncn2)N(CC)CC	",-0.167,0.965,0
MAC-0158597,"N1(C(=S)Nc2cc(ccc2)C(F)(F)F)C(C2C(=N1)c1ccccc1CC2)c1c(cccc1)Cl	",3.676,1.052,0
MAC-0158598,"n12c(n(c(=O)c3c2cccc3)Cc2ccc(cc2)Cl)c(nn1)C(=O)OCC	",0.947,1.017,0
MAC-0158599,"n12c(nc(c3c2cccc3)N(CC)CC)c(nn1)C(=O)OCC	",-0.664,0.975,0
MAC-0158600,"c1ccc2c(c1)n1c(n2)n(nc1C(=O)OCC)c1ccc(cc1)Cl	",1.024,1.0345,0
MAC-0158601,"c1ccc(s1)C(=O)c1c(cn(n1)c1ccc(cc1)Cl)C#N	",-5.942,0.93,0
MAC-0158602,"c1c(c(nn1c1ccc(cc1)C)C(=O)OCC)C#N	",0.119,0.902,0
MAC-0158603,"c1(cccs1)c1c(c(n(n1)c1ccc(cc1)[N+](=O)[O-])N)C#N	",-0.436,0.93,0
MAC-0158604,"c12c(c(c(n1CCc1cc(c(cc21)OC)OC)C(=O)C)c1ccc2c(c1)OCO2)C#N	",1.1415,0.9925,0
MAC-0158605,"C1(=NN(C2C1C(=O)N(C2=O)c1ccc(cc1)OC)c1ccc(cc1)Cl)C(=O)OCC	",-2.1755,0.9475,0
MAC-0158606,"c1ccc2cccc3c2c1C1N(N=C(C31)C(=O)C)c1ccccc1	",1.1015,1.0205,0
MAC-0158607,"C1=C(O/C(=C\2/C(=O)NN=C2c2ccccc2)/S1)c1ccccc1	",2.1835,1.031,0
MAC-0158608,"C(=O)(c1nn(c2n1c(c(c(=O)n2)C#N)c1ccccc1)c1ccccc1)OCC	",-1.49,0.989,0
MAC-0158609,"C1Cc2c(cc(c(c2)OC)OC)C2=C(C(C(=C(N12)N)C#N)c1ccc(cc1)OC)C#N	",-0.1415,1.0415,0
MAC-0158610,"C\1(=c/2\n(nc(s2)C(=O)C)c2ccccc2)/C(=NN(C1=O)c1ccccc1)C	",-1.2715,0.8495,0
MAC-0158611,"C\1(=c/2\n(nc(s2)C(=O)c2cccs2)c2ccccc2)/C(=NNC1=O)c1ccccc1	",-0.72,0.8985,0
MAC-0158612,"c\1(=C\C2=NCCc3cc(c(cc23)OC)OC)/n(nc(s1)C(=O)C)c1ccc(cc1)C	",-0.012,0.944,0
MAC-0158613,"c1(cccs1)C(=O)c1nn(c2n1nc(c(=O)n2)Cc1ccc(cc1)Cl)c1cccc(c1)Cl	",1.884,1,0
MAC-0158614,"n1(c(=O)n(c2c(c1=O)n(c(n2)NCc1ccccn1)C)C)Cc1cc(ccc1)Br	",0.5125,0.982,0
MAC-0158615,"n1(c(=O)n(c2c(c1=O)n(c(n2)N1CCOCC1)C/C=C/c1ccccc1)C)C	",-0.5095,0.9545,0
MAC-0158616,"n1(c(=O)n(c2c(c1=O)n(c(n2)Oc1cc(c(cc1)Cl)C)C)C)Cc1ccccc1	",1.701,1.024,0
MAC-0158617,"C1(=O)N(S(=O)(=O)c2c1cccc2)CC1CC(=NO1)c1c(cccc1)Cl	",0.814,1.0345,0
MAC-0158618,"C(=N\Nc1n(c2c(=O)n(c(=O)n(c2n1)C)C)Cc1ccccc1)(/c1ccc(cc1)Cl)\C	",0.297,0.8845,0
MAC-0158619,"C(=NNc1n(c2c(=O)n(c(=O)n(c2n1)C)C)C)(C)C	",0.675,0.93,0
MAC-0158620,"C1CCCCCN1c1c(=O)[nH]c(=O)[nH]c1	",-0.7465,0.9335,0
MAC-0158621,"[nH]1c(=O)[nH]cc(c1=O)N1CCOCC1	",-0.11,0.965,0
MAC-0158622,"C1CN(C(CC1)c1cnccc1)S(=O)(=O)c1ccc(cc1)C	",-2.4315,0.9335,0
MAC-0158623,"c1cnccc1OCc1ccc(cc1Cl)Cl	",-1.1545,0.9475,0
MAC-0158624,"n1(c(=O)n(c(c(c1=O)C)C)Cc1ccc(cc1)Br)Cc1ccc(cc1)Br	",3.6385,1.066,0
MAC-0158625,"n1(c(=O)n(c2c(c1=O)n(cn2)CCN1CCOCC1)C)C	",-0.5485,1.0135,0
MAC-0158626,"c1(N(C)C)ccc(cc1)c1ccncc1	",-1.455,0.8215,0
MAC-0158627,"c12c(c(=O)n(c(=O)n1C)C)[nH]c(n2)c1occc1	",1.7435,0.9195,0
MAC-0158628,"C(=C(\NCCC)/C)(\C(=S)Nc1ccc(cc1)OCC)/C(=O)OCC	",0.627,0.93,0
MAC-0158629,"C(=C(\c1ccc(cc1)OC)/NCCC)\C(=S)Nc1c2c(ccc1)cccc2	",12.1815,1.167,0
MAC-0158630,"C(=C(\NCc1occc1)/C)(\C(=S)Nc1ccccc1)/C(=O)OCC	",-0.4515,0.9405,0
MAC-0158631,"N1(C(=O)OC(C)(C)C)C(C(=O)O)COC1(C)C	",-0.129,0.937,0
MAC-0158632,"c1(C(=O)N[C@H](C(=O)O)CC(C)C)c(cc(cc1)Cl)Cl	",-0.676,0.9545,0
MAC-0158633,"N(C(=O)c1occc1)[C@H](C(=O)O)C(CC)C	",1.0205,1.0135,0
MAC-0158634,"c1(C(=O)N[C@H](C(=O)NCC(C)C)C)c(cc(cc1)Cl)Cl	",-0.3585,0.8635,0
MAC-0158635,"c1(C(=O)N[C@H](C(=O)NCc2cnccc2)C)c(cc(cc1)Cl)Cl	",1.038,0.9265,0
MAC-0158636,"c1(C(=O)N[C@H](C(=O)NCc2occc2)C)c(cc(cc1)Cl)Cl	",0.3585,0.9475,0
MAC-0158637,"c1(NC(=O)Nc2ccc(cc2)OC(F)(F)F)csc2c1cccc2	",1.101,0.979,0
MAC-0158638,"c1ccsc1CNC(=O)Nc1csc2c1cccc2	",-0.1355,0.9685,0
MAC-0158639,"c1c(NC(=O)NCc2ncccc2)c2c(s1)cccc2	",1.901,0.996,0
MAC-0158640,"C1(CC1)NC(=O)Nc1csc2c1cccc2	",-1.946,0.951,0
MAC-0158641,"C(c1cc(on1)C)NC(=O)Nc1csc2c1cccc2	",-1.357,0.989,0
MAC-0158642,"C(c1c(C)nn(c1C)C)NC(=O)Nc1csc2c1cccc2	",0.552,0.895,0
MAC-0158643,"c1ccn(c1)c1cccc(c1)NC(=O)Nc1csc2c1cccc2	",-1.068,0.902,0
MAC-0158644,"c1c(NC(=O)N2CCOCC2)c(n(n1)c1ccc(cc1)OC)C	",-0.5765,0.944,0
MAC-0158645,"c1ccsc1CNC(=O)Nc1cnn(c1C)c1ccc(cc1)OC	",-2.0485,0.9335,0
MAC-0158646,"c12OCCCOc1ccc(NC(=O)Nc1cnn(c1C)c1ccc(cc1)OC)c2	",1.7085,1.017,0
MAC-0158647,"c1c(NC(=O)N2CCN(CC2)c2ncc(cc2)C(F)(F)F)c(n(n1)c1ccc(cc1)OC)C	",0.186,0.979,0
MAC-0158648,"C(#N)C1(C(C(=NN1c1ccc(cc1)[N+](=O)[O-])c1cccs1)c1ccc(cc1)OC)C(=O)OCC	",3.936,1.0765,0
MAC-0158649,"c1(cccs1)C(=O)C1=NN(C2N1CCc1cc(c(cc21)OC)OC)c1ccccc1	",-0.251,1.024,0
MAC-0158650,"Cc1cc(n(n1)c1ccccc1)NC(=O)CN1CCOCC1	",0.76,0.923,0
MAC-0158651,"c1ccsc1c1nnc(o1)SCC(=O)Nc1c(C(=O)OCC)cnn1c1ccccc1	",1.007,0.965,0
MAC-0158652,"c12c(cccc1)nc(s2)SCC(=O)Nc1c(C(=O)OCC)cnn1c1ccccc1	",-1.106,0.958,0
MAC-0158653,"c12c(nnn1Cc1c(cccc1)Cl)c(ncn2)N/N=C/c1cccs1	",-2.362,0.951,0
MAC-0158654,"c12c(nnn1Cc1c(cccc1)Cl)c(ncn2)OCC	",-0.798,0.9925,0
MAC-0158655,"C(c1ccccc1)n1c(nnc1c1sc2c(c(cc(n2)C)C)c1N)SC	",0.068,0.9995,0
MAC-0158656,"N1(C(=O)C)C(c2ccc(cc2)OC)C2C(=N1)c1ccccc1CC2	",-0.068,1.024,0
MAC-0158657,"c1ccsc1C1N(C(=O)CN2CCN(CC2)c2ccccc2)N=C2C1CCc1ccccc21	",4.3855,1.1355,0
MAC-0158658,"c1(C2N3C(=O)CSC3=NC3=C2CCc2ccccc32)c(cccc1)Cl	",2.697,0.9995,0
MAC-0138641,"n1(c(n[nH]c1=S)Cc1ccccc1)CC	",-0.0515,0.9855,0
MAC-0144891,"n1(c(n[nH]c1=S)Cc1ccccc1)Cc1ccccc1	",1.004,1.038,0
MAC-0158661,"c1(=S)[nH]nc(n1c1cccc(c1)C(F)(F)F)Cc1ccccc1	",-1.77,1.003,0
MAC-0158662,"Cc1c(/C=N/NC(=O)Cc2ccccc2)cn(n1)c1ccccc1	",-0.7705,1.0345,0
MAC-0158663,"n12c(nc(SC(C(=O)OCC)C(=O)C)c3c2cccc3)c(nn1)C(=O)OCC	",0.4645,1.0485,0
MAC-0158664,"N1(CC(=O)N2CCc3c2cccc3)CCN(CC1)C	",-0.7785,1.052,0
MAC-0158665,"n1n(Cc2nnc(n2c2ccc(cc2)F)SCC(=O)OCC)c2c(n1)cccc2	",0.2225,1.0975,0
MAC-0158666,"n1n(Cc2nnc(n2Cc2ccccc2)SCC(=O)C)c2c(n1)cccc2	",-1.3825,0.8745,0
MAC-0158667,"n12c(=O)c3c([nH]c1c(cn2)C(=O)OCC)CCCC3	",-0.5255,0.926,0
MAC-0158668,"C1Cc2c3n1c(=O)c(c(OC(=O)c1ccco1)c3ccc2)c1ccccc1	",1.6505,1.002,0
MAC-0158669,"n1c(nnc(c1c1ccccc1)c1ccccc1)N1CCN(CC1)C	",0.348,0.968,0
MAC-0086190,"c1(nnc(nc1c1ccccc1)SC)c1ccccc1	",-1.9255,0.981,0
MAC-0158671,"C1CN(C(=O)CSc2nnc(n2CC=C)c2ccc(cc2)Cl)c2c1cccc2	",4.4635,1.047,0
MAC-0158672,"C1CN(C(=O)CSc2nnc(o2)c2ccncc2)c2c1cccc2	",2.44,1.026,0
MAC-0116670,"N1(c2c(CC1)cccc2)C(=O)CSc1ccccc1	",-0.3825,1.019,0
MAC-0158674,"C1CN(C(=O)CSc2nc3c([nH]2)cccc3)c2c1cccc2	",0.8765,0.8955,0
MAC-0158675,"C(=O)(c1cn[nH]c1NC(=S)Nc1cccc(c1)C(F)(F)F)OCC	",5.9575,0.9915,0
MAC-0158676,"N1(C(=O)CN2c3c(CCC2)cccc3)c2c(CCC1)cccc2	",-0.314,0.978,0
MAC-0158677,"n1[nH]c(=S)oc1Cn1nnc2c1cccc2	",-0.906,0.9505,0
MAC-0158678,"c1cc(oc1)c1n[nH]c(=S)o1	",-5.5455,0.937,0
MAC-0158679,"n1c(ncc(c1N)C#N)N1CCCC1	",-3.7355,0.954,0
MAC-0158680,"N1(c2nc(c(cn2)C#N)N)CCN(CC1)C	",0.6345,1.002,0
MAC-0158681,"N(c1nc(c(cn1)C#N)N)(Cc1ccccc1)Cc1ccccc1	",0.9695,1.0295,0
MAC-0158682,"c12c(cccc1)CCN2c1nc(c(cn1)C#N)N	",-0.356,0.878,0
MAC-0158683,"c1(=S)[nH]nc(n1/N=C/c1cnccc1)c1ccc(cc1)Cl	",0.108,0.923,0
MAC-0158684,"c1cc(sc1)/C=N/n1c(=S)[nH]nc1c1ccccc1	",-1.387,0.961,0
MAC-0158685,"n1nc(n(c1Cc1ccccc1)c1ccc(cc1)Cl)SCC(=O)NC(=O)NC	",-0.5565,0.947,0
MAC-0158686,"n1nc(n(c1c1ccc(cc1)Cl)CC=C)SCC(=O)NC(=O)Nc1ccccc1	",-1.016,0.9815,0
MAC-0158687,"c1cc(sc1)c1nnc(n1C1CCCCC1)SCC(=O)NC(=O)Nc1ccccc1	",2.572,1.016,0
MAC-0158688,"c1cc(sc1)c1nnc(n1c1ccc(cc1)Cl)SCC(=O)NC(=O)NC	",0.5485,0.995,0
MAC-0158689,"n1(c2ccc(cc2)OC)c(=S)[nH]nc1c1cccs1	",0.607,1.019,0
MAC-0158690,"c1(=S)[nH]nc(n1N)c1ccc(cc1)Cl	",-0.1795,0.8365,0
MAC-0158691,"c12c(n(CC=C)c3c2nn(c(=S)n3)C)cccc1	",0.9525,0.8915,0
MAC-0158692,"C1Oc2c(O1)cc(/C=N/Nc1nc3n(nnc3C(=O)OCC)c3c1cccc3)cc2	",-0.8925,0.92,0
MAC-0158693,"n1c(oc2c1cccc2)Sc1nc2n(nnc2C(=O)OCC)c2c1cccc2	",-1.803,0.892,0
MAC-0158694,"C1(=O)Nc2c(/C/1=N\Nc1nc(c(nn1)c1ccccc1)c1ccccc1)cccc2	",4.482,1.0055,0
MAC-0158695,"n1n(c(=O)nc(c1c1ccccc1)c1ccccc1)CC(=O)N/N=C/c1ccc(cc1)OC	",0.1795,0.9505,0
MAC-0158696,"C1Oc2c(O1)cc(/C=N/Nc1nc3[nH]c4c(cccc4)c3nn1)cc2	",-2.9475,0.916,0
MAC-0158697,"c12c(sc3c2nnn(c3=O)/N=C/c2ccc(cc2)OC)nc(cc1C)C	",4.7685,1.023,0
MAC-0158698,"c1(c2c3c(N)c(oc3nc3c2CCc2c3cccc2)C(=O)C)ccc(cc1)Cl	",-3.366,0.8225,0
MAC-0158699,"S1Cc2c(c3cnccc3)c(c(=O)[nH]c2c2c1cccc2)C#N	",-0.217,0.8955,0
MAC-0158700,"c1cc(oc1)c1c2c([nH]c(=O)c1C#N)c1c(OC2)cccc1	",0.2615,0.954,0
MAC-0158701,"n12c(c(cnc1c(cn2)C#N)C(=O)OCC)N	",3.3355,0.971,0
MAC-0158702,"C1CCc2c1[nH]c1n(c2=O)ncc1C(=O)OCC	",1.105,0.9815,0
MAC-0158703,"c1ccoc1/C(=N/Nc1nc(c(nn1)c1ccccc1)c1ccccc1)/C	",0.665,0.975,0
MAC-0158704,"c1(CC(C(=O)N2CCc3c2cccc3)C(=O)N2CCc3c2cccc3)c(cccc1)Cl	",-1.6715,0.9475,0
MAC-0158705,"c12c(nnn1Cc1ccccc1Cl)c(=O)n(c(=O)[nH]2)c1cc(ccc1)Cl	",-1.1405,0.978,0
MAC-0158706,"c12c(nnn1Cc1ccccc1)c(ncn2)Oc1ccc(cc1)Cl	",-0.0125,0.8435,0
MAC-0158707,"C1Oc2c(O1)ccc(/C=c/1\c(=O)n3c(=NC4=C(C3c3cccs3)CCc3c4cccc3)s1)c2	",3.4495,0.923,0
MAC-0158708,"c1ccsc1/C=N/NC(=O)Cn1nnc2c1cccc2	",0.771,0.947,0
MAC-0158709,"n1(c2cc(ccc2)C(F)(F)F)c(=S)[nH]nc1Cn1nnc2c1cccc2	",-1.476,0.899,0
MAC-0158710,"c1c(C(=O)OCC)c([nH]n1)N/C=C(/C(=O)OCC)\C#N	",3.5885,0.995,0
MAC-0158711,"c1ccsc1C1=Nn2c(nnc2SC1)Cn1nnc2c1cccc2	",-2.375,0.9265,0
MAC-0158712,"n1nc(n(c1Sc1nc(c(cn1)C#N)N)c1ccccc1)c1ccncc1	",0.4565,0.9575,0
MAC-0158713,"n1c(ncc(c1N)C#N)Nc1cc(ccc1)C(F)(F)F	",-1.023,0.9645,0
MAC-0158714,"c1cc(oc1)c1nnc(o1)Sc1c2c(n(c(=S)s2)CC=C)ncn1	",-1.351,0.8365,0
MAC-0158715,"C(N(CC(=O)Nc1c(C(=O)OCC)c2c(s1)CN(CC2)C(=O)OCC)CC)C	",-0.096,0.8885,0
MAC-0158716,"c1(c2cnn(c2N)c2ccccc2)nnc(o1)SCC(=O)c1ccccc1	",-0.249,0.94,0
MAC-0158717,"C1CSc2c1c(nc1c2cc(cc1OC)OC)C	",1.2495,0.9365,0
MAC-0158718,"c1(nnc2c(c1N)cc(cc2)Cl)C(=O)N	",3.2795,0.9955,0
MAC-0158719,"n1c([nH]c2c1cccc2)SCC(=O)Nc1cc(C)nn1c1ccccc1	",0.5105,0.9645,0
MAC-0158720,"c1(NC(=O)Nc2cccc(c2)Cl)c(sc2c1c(cc(n2)C)C)C(=O)OCC	",-11.144,0.8395,0
MAC-0158721,"C12=C(C(NC(=S)N1)c1cnccc1)CCc1c2cccc1	",-0.939,0.9715,0
MAC-0158722,"c12nc(c(c(c1CCc1c2cccc1)c1ccc(cc1)OC)C#N)OC	",10.4725,0.9745,0
MAC-0158723,"c1c2c([nH]n1)[nH]c(=S)n(c2=O)c1ccc(cc1)Cl	",-2.323,0.8745,0
MAC-0158724,"n1c(sc2c1cccc2)SCC(=O)N1CCCc2c1cccc2	",-1.489,0.937,0
MAC-0158725,"n1c(oc2c1cccc2)SCC(=O)N1CCCc2c1cccc2	",0.917,0.9435,0
MAC-0158726,"c1(c2n(c(nn2)SCC(=O)N2CCCc3c2cccc3)Cc2ccccc2)ccncc1	",1.6415,0.9915,0
MAC-0158727,"c1cc2c3c(c1)CCCn3c(=O)c(c2OC(=O)c1ccc(cc1)Cl)c1ccccc1	",0.9685,0.978,0
MAC-0158728,"c1(c2nnc(o2)SCC(=O)NC(=O)NC)ccccc1	",-0.7795,0.961,0
MAC-0158729,"c1(c2nnc(o2)SCC(=O)NC(=O)Nc2ccccc2)ccncc1	",-0.1685,0.9915,0
MAC-0158730,"c1cc(sc1)c1nnc(o1)SCC(=O)NC(=O)Nc1ccccc1	",6.1275,0.9335,0
MAC-0158731,"n1c(c(C#N)cnc1SCc1ccc(Cl)cc1)N	",-0.985,0.8955,0
MAC-0158732,"n1nc(oc1Sc1nc(c(C#N)cn1)N)c1ccncc1	",-0.783,0.951,0
MAC-0158733,"n1c(c(C#N)cnc1SCC(=O)NC(=O)Nc1ccccc1)N	",-0.3505,0.937,0
MAC-0158734,"c1(c(c(cc(n1)C)C)C#N)Sc1nc(c(C#N)cn1)N	",-1.7965,0.961,0
MAC-0158735,"c1ccsc1c1nnc(n1c1ccc(cc1)Cl)Sc1nc(c(cn1)C#N)N	",-0.183,0.975,0
MAC-0158736,"c1ccsc1c1nnc(n1CC=C)Sc1nc(c(cn1)C#N)N	",0.399,0.981,0
MAC-0158737,"n1c(sc2c1cccc2)Sc1nc(c(cn1)C#N)N	",3.4185,1.0365,0
MAC-0158738,"n1c(ncc(c1N)C#N)Nc1cc(OC)ccc1	",0.299,0.909,0
MAC-0158739,"c1(Cn2c3c(cccc3)c3c2nc2n(cnn2)n3)ccc(cc1)F	",0.328,0.9505,0
MAC-0158740,"n1nc2n(c1c1ccc(cc1)Cl)N=C(CS2)C	",1.4375,1.0155,0
MAC-0158741,"C(n1c(=S)sc2c1ncnc2Sc1nnc(n1C)c1ccncc1)C=C	",0.135,0.981,0
MAC-0158742,"c12c(nnn1Cc1c(cccc1)Cl)c(n1nc(cc1C)C)ncn2	",-1.587,1.002,0
MAC-0158743,"c1(SCC(=O)Nc2c(cnn2c2ccccc2)C#N)c(c(cc(n1)C)C)C#N	",-0.8805,1.0055,0
MAC-0158744,"c1c(C#N)c(n(n1)c1ccccc1)NC(=O)CN1CCCCC1	",0.0565,1.016,0
MAC-0158745,"C1N(CCC1)c1nc2nc(nc(c2cn1)SCC(=O)C)SCC(=O)C	",-0.16,1.0365,0
MAC-0158746,"c1ccsc1C(=O)CSc1nnc2n1CCCN2	",0.204,0.8995,0
MAC-0158747,"c1(ccccc1Cl)CSc1nnc2n1CCCN2C(=O)c1ccc(cc1)F	",0.421,0.9535,0
MAC-0158748,"o1c(c2ccco2)nnc1SCC(=O)Nc1c(C#N)c2c(s1)CN(CC2)C(=O)OCC	",0.4115,1.017,0
MAC-0158749,"s1c2c(CCN(C2)Cc2ccccc2)c2c1[nH]c(=S)[nH]c2=S	",-0.05,0.993,0
MAC-0158750,"c12nc(ncc2c(=S)[nH]c(=S)[nH]1)N1CCOCC1	",-0.263,1.027,0
MAC-0158751,"N1(c2nc3[nH]c(=S)[nH]c(=S)c3cn2)CCc2c1cccc2	",-1.934,0.9735,0
MAC-0158752,"S(c1nc2[nH]c(=S)[nH]c(=S)c2cn1)CC=C	",-1.1635,0.9935,0
MAC-0158753,"c12nc(N3CCN(CC3)C)ncc2c(=S)[nH]c(=S)[nH]1	",2.083,1.0435,0
MAC-0158754,"c1(C#N)c(sc2c1CCN(C2)C(=O)OCC)N	",0.448,0.9,0
MAC-0158755,"c1(SCC(=O)C)nnc2n1c1c(s2)cccc1	",0.2445,0.947,0
MAC-0158756,"c1ccoc1/C=N/Nc1nc2c(s1)cccc2	",0.035,1.007,0
MAC-0158757,"n1ncoc1c1c(nc2n1ccc(c2)C)C	",-0.4265,0.983,0
MAC-0158758,"c1(cnc(c(c1)C(F)(F)F)N)C(F)(F)F	",-1.4655,1.0035,0
MAC-0158759,"n1(c(=S)[nH]c2c(c1=O)c(c(s2)C)C)c1nccc(c1)C	",-0.0055,1,0
MAC-0158760,"c12c([nH]c(=S)n(c1=O)CC)sc(c2C)C	",0.544,1.0165,0
MAC-0158761,"c1(c(c(c(s1)C)C)C#N)NC(=O)CN1CCOCC1	",1.5065,1.03,0
MAC-0158762,"c1(c(c(c(s1)C)C)C#N)NC(=O)CN1CCN(CC1)c1ccccc1	",2.172,0.94,0
MAC-0158763,"c1(c(c(c(s1)C)C)C#N)NC(=O)CN1c2c(CC1)cccc2	",-4.067,0.89,0
MAC-0158764,"n12c(nc3c(c2=O)cc(s3)c2ccccc2)SCC(=N1)c1sccc1	",1.122,1.037,0
MAC-0158765,"n1(c2c3c(sc4c3CCCC4)ncn2)c(c(cn1)C(=O)OCC)N	",0.6655,1.013,0
MAC-0158766,"n12c(nn(c(=O)c1=O)CC(=O)OCC)sc1c2cccc1	",-1.842,1.011,0
MAC-0158767,"n1(c(c(cn1)C(=O)OCC)N)c1c2c(n(nc2)c2ccccc2)ncn1	",0.045,1.013,0
MAC-0158768,"n1(c(=O)c2c([nH]c1=O)sc1c2CCN(C(=O)OCC)C1)c1cc(c(cc1)Cl)Cl	",-0.0535,1.0205,0
MAC-0158769,"C1(=C(NC(=S)NC1c1ccc(OCc2ccccc2)cc1)C)C(=O)OC	",-0.737,1.0065,0
MAC-0158770,"C1(=C(NC(=S)NC1c1cc(c(c(c1)OC)OC)OC)C)C(=O)OC	",-1.1275,0.8565,0
MAC-0158771,"n12c(=NC(=C(C2c2ccc(cc2)F)C(=O)OC)C)sc(c1N)C#N	",0.1315,0.9265,0
MAC-0158772,"c1(c2c(sc(c2)c2ccccc2)N)n(c(=S)[nH]n1)c1ccc(cc1)OC	",-9.222,0.8395,0
MAC-0158773,"c1(c2n(c(=S)[nH]n2)CC)c(sc(c1)c1ccccc1)N	",0.0655,0.9735,0
MAC-0158774,"c1(c(sc(c1)c1ccccc1)N)C(=O)O	",-0.1315,1.007,0
MAC-0158775,"N1(C(=O)CN(C(=O)C1)c1ccc(cc1)Cl)NC(=O)CN1c2c(CC1)cccc2	",2.3545,1.0205,0
MAC-0158776,"c12c(c(=O)n(c(n1)C)/N=C/c1ccc(Cl)cc1)cnn2c1ccccc1	",-0.4005,0.983,0
